Row ID|Order Priority|Discount|Unit Price|Shipping Cost|Customer ID|Customer Name|Ship Mode|Customer Segment|Product Category|Product Sub-Category|Product Container|Product Name|Product Base Margin|Country|Region|State or Province|City|Postal Code|Order Date|Ship Date|Profit|Quantity ordered new|Sales|Order ID
21401|Low|0.05|1.86|2.58|210|Floyd Dale|Regular Air|Home Office|Office Supplies|Rubber Bands|Wrap Bag|Super Bands, 12/Pack|0.82|United States|East|New York|Troy|12180|2015-01-17|2015-01-21|-66.62|9|17.61|85965
23097|Medium|0.09|5.4|7.78|210|Floyd Dale|Express Air|Home Office|Office Supplies|Binders and Binder Accessories|Small Box|3M Organizer Strips|0.37|United States|East|New York|Troy|12180|2015-06-02|2015-06-02|-21.48775|4|27.3|85966
23098|Medium|0.02|20.28|6.68|210|Floyd Dale|Regular Air|Home Office|Furniture|Office Furnishings|Small Box|"Seth Thomas 8 1/2"" Cubicle Clock"|0.53|United States|East|New York|Troy|12180|2015-06-02|2015-06-02|44.67749999999999|3|64.75|85966
23099|Medium|0.0|11.55|2.36|210|Floyd Dale|Regular Air|Home Office|Office Supplies|Pens & Art Supplies|Wrap Bag|Newell 309|0.55|United States|East|New York|Troy|12180|2015-06-02|2015-06-03|23.595|5|62.98|85966
23605|Medium|0.01|10.06|2.06|211|Anna Wood|Regular Air|Consumer|Office Supplies|Paper|Wrap Bag|Riverleaf Stik-Withit® Designer Note Cubes®|0.39|United States|East|New York|Utica|13501|2015-01-06|2015-01-08|7.59|2|21.2|85964
23606|Medium|0.0|65.99|5.92|211|Anna Wood|Regular Air|Consumer|Technology|Telephones and Communication|Small Box|252|0.55|United States|East|New York|Utica|13501|2015-01-06|2015-01-08|-107.987|3|173.32|85964
23100|Medium|0.05|2.08|2.56|211|Anna Wood|Regular Air|Home Office|Office Supplies|Scissors, Rulers and Trimmers|Small Pack|Kleencut® Forged Office Shears by Acme United Corporation|0.55|United States|East|New York|Utica|13501|2015-06-02|2015-06-03|-36.25|20|42.29|85966
20577|Critical|0.03|8.34|2.64|256|Irene Li|Regular Air|Home Office|Office Supplies|Scissors, Rulers and Trimmers|Small Pack|Acme® Elite Stainless Steel Scissors|0.59|United States|East|Pennsylvania|Hanover|17331|2015-01-31|2015-02-02|0.6839999999999989|4|34.64|86267
22370|High|0.05|31.76|45.51|263|Carlos Hess|Delivery Truck|Small Business|Furniture|Tables|Jumbo Box|Hon iLevel™ Computer Training Table|0.65|United States|East|Ohio|Cleveland Heights|44106|2015-01-21|2015-01-23|-2177.986096|9|304.34|86297
22180|Not Specified|0.09|15.28|10.91|275|Roger Blalock Cassidy|Regular Air|Corporate|Office Supplies|Binders and Binder Accessories|Small Box|Recycled Premium Regency Composition Covers|0.36|United States|East|Connecticut|Fairfield|6824|2015-01-24|2015-01-25|-51.75|4|61.52|89292
23504|Critical|0.04|1.98|0.7|276|Lucille Rankin|Express Air|Corporate|Office Supplies|Rubber Bands|Wrap Bag|Brites Rubber Bands, 1 1/2 oz. Box|0.83|United States|East|Connecticut|Newington|6111|2015-05-21|2015-05-22|-1.0|3|8.3|89291
23503|Critical|0.03|55.99|5.0|282|Vickie Andrews|Regular Air|Corporate|Technology|Telephones and Communication|Small Pack|Accessory36|0.83|United States|East|New Jersey|Belleville|7109|2015-05-21|2015-05-22|-221.254|9|416.95|89291
24512|High|0.1|1.68|1.57|283|Pauline Boyette|Regular Air|Corporate|Office Supplies|Pens & Art Supplies|Wrap Bag|Newell 323|0.59|United States|East|New Jersey|Newark|7101|2015-06-17|2015-06-18|-11.57|11|18.71|89293
23302|High|0.01|8.33|1.99|306|Thomas McAllister|Regular Air|Small Business|Technology|Computer Peripherals|Small Pack|80 Minute Slim Jewel Case CD-R , 10/Pack - Staples|0.52|United States|East|Maryland|Pikesville|21208|2015-02-14|2015-02-15|15.8952|8|70.16|87057
23303|High|0.04|85.99|0.99|306|Thomas McAllister|Regular Air|Small Business|Technology|Telephones and Communication|Wrap Bag|Accessory34|0.55|United States|East|Maryland|Pikesville|21208|2015-02-14|2015-02-16|855.9932999999999|17|1240.57|87057
18852|Medium|0.01|19.98|4.0|315|Benjamin Kaufman|Regular Air|Corporate|Technology|Computer Peripherals|Small Box|Belkin 105-Key Black Keyboard|0.68|United States|East|Massachusetts|Belchertown|1007|2015-03-20|2015-03-20|-72.23|2|43.08|89166
20641|Low|0.04|8.33|1.99|321|Arthur Lowe Nash|Regular Air|Consumer|Technology|Computer Peripherals|Small Pack|80 Minute Slim Jewel Case CD-R , 10/Pack - Staples|0.52|United States|East|Maryland|Potomac|20854|2015-04-04|2015-04-09|9.926799999999998|11|89.76|91057
19159|Medium|0.06|296.18|54.12|329|Faye Dyer|Delivery Truck|Home Office|Furniture|Tables|Jumbo Box|Hon 94000 Series Round Tables|0.76|United States|East|Maine|Sanford|4073|2015-04-14|2015-04-15|-715.7782060000003|5|1170.21|89726
19158|Medium|0.01|29.1|4.0|331|Bradley Pollock|Express Air|Home Office|Technology|Computer Peripherals|Small Box|Acco Keyboard-In-A-Box®|0.78|United States|East|New Hampshire|Goffstown|3045|2015-04-14|2015-04-16|-22.82|8|243.32|89726
23481|Medium|0.08|7.77|9.23|339|Bobby Clements|Regular Air|Corporate|Office Supplies|Appliances|Small Box|Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags|0.58|United States|East|Ohio|Columbus|43229|2015-03-17|2015-03-18|-83.65|5|40.3|90583
23482|Medium|0.07|7.59|4.0|339|Bobby Clements|Regular Air|Corporate|Furniture|Office Furnishings|Wrap Bag|Master Giant Foot® Doorstop, Safety Yellow|0.42|United States|East|Ohio|Columbus|43229|2015-03-17|2015-03-19|24.39|15|111.88|90583
22784|Critical|0.03|15.23|27.75|343|Lynn Epstein|Delivery Truck|Corporate|Furniture|Tables|Jumbo Box|Anderson Hickey Conga Table Tops & Accessories|0.76|United States|East|Maine|Bangor|4401|2015-01-31|2015-02-01|11.65095|7|111.86|88151
18480|Critical|0.01|3.26|1.86|344|Rosemary English|Regular Air|Corporate|Office Supplies|Pens & Art Supplies|Wrap Bag|Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink|0.41|United States|East|Maine|Portland|4101|2015-05-04|2015-05-06|0.7020000000000008|5|18.49|88152
20408|Critical|0.0|8.34|2.64|351|Juanita Coley Knox|Express Air|Home Office|Office Supplies|Scissors, Rulers and Trimmers|Small Pack|Acme® Elite Stainless Steel Scissors|0.59|United States|East|New York|Watertown|13601|2015-06-09|2015-06-11|10.5|6|55.54|88685
19595|Medium|0.04|99.23|8.99|351|Juanita Coley Knox|Regular Air|Home Office|Furniture|Office Furnishings|Small Pack|"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"|0.35|United States|East|New York|Watertown|13601|2015-01-02|2015-01-04|993.8345999999999|14|1440.34|88686
24627|Low|0.04|125.99|8.99|358|Chris F Brandt|Regular Air|Corporate|Technology|Telephones and Communication|Small Box|M70|0.59|United States|East|Pennsylvania|King of Prussia|19406|2015-01-09|2015-01-16|-627.82192|1|107.95|91130
18278|Medium|0.05|328.14|91.05|366|Patrick Rosenthal|Delivery Truck|Small Business|Office Supplies|Appliances|Jumbo Drum|Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black|0.57|United States|East|Rhode Island|Cranston|2910|2015-01-17|2015-01-19|411.5172|6|1967.98|87347
20401|Not Specified|0.02|20.99|4.81|370|Sam Oh|Regular Air|Corporate|Technology|Telephones and Communication|Medium Box|1726 Digital Answering Machine|0.58|United States|East|Maine|Lewiston|4240|2015-05-27|2015-05-29|49.788|15|266.39|90291
20400|Not Specified|0.05|5.4|7.78|371|Roberta Mullins Peters|Express Air|Corporate|Office Supplies|Binders and Binder Accessories|Small Box|3M Organizer Strips|0.37|United States|East|Massachusetts|Everett|2149|2015-05-27|2015-05-29|-132.6295|9|51.82|90291
21281|Critical|0.06|5.34|5.63|383|Renee Alston|Regular Air|Corporate|Office Supplies|Binders and Binder Accessories|Small Box|"Pressboard Data Binder, Crimson, 12"" X 8 1/2"""|0.39|United States|East|Pennsylvania|Drexel Hill|19026|2015-03-19|2015-03-19|-82.823|7|38.65|88928
21282|Critical|0.07|65.99|5.26|383|Renee Alston|Express Air|Corporate|Technology|Telephones and Communication|Small Box|8860|0.56|United States|East|Pennsylvania|Drexel Hill|19026|2015-03-19|2015-03-21|107.082|5|279.83|88928
22598|Low|0.07|9.71|9.45|393|Shawn Combs|Regular Air|Corporate|Office Supplies|Storage & Organization|Small Box|Filing/Storage Totes and Swivel Casters|0.6|United States|East|New York|Auburn|13021|2015-02-15|2015-02-22|-81.77|3|31.44|86382
20693|Critical|0.1|154.13|69.0|397|Denise Carver|Regular Air|Corporate|Furniture|Tables|Large Box|Laminate Occasional Tables|0.68|United States|East|Ohio|Cuyahoga Falls|44221|2015-02-02|2015-02-03|-372.4859710000001|8|1216.32|89319
24471|Medium|0.05|63.94|14.48|398|Bruce Stark|Regular Air|Corporate|Furniture|Office Furnishings|Small Box|"Howard Miller 16"" Diameter Gallery Wall Clock"|0.46|United States|East|Ohio|Dayton|45406|2015-05-23|2015-05-25|1372.6308|31|1989.32|89320
21570|High|0.03|4.98|0.8|406|June Frank Hammond|Regular Air|Small Business|Office Supplies|Paper|Wrap Bag|Rediform S.O.S. Phone Message Books|0.36|United States|East|New Jersey|South Vineland|8360|2015-05-21|2015-05-22|50.2044|15|72.76|87804
21739|Critical|0.09|999.99|13.99|421|Scott Feldman|Regular Air|Small Business|Technology|Office Machines|Medium Box|Polycom Soundstation EX Audio-Conferencing Telephone, Black|0.36|United States|East|New Jersey|Elizabeth|7201|2015-02-06|2015-02-08|-2531.4825|1|919.09|87700
19988|Low|0.05|125.99|8.08|437|Alice Berger McIntyre|Regular Air|Small Business|Technology|Telephones and Communication|Small Box|StarTAC ST7762|0.57|United States|East|Massachusetts|Lunenburg|1462|2015-06-22|2015-06-27|427.1184|9|952.26|90695
22874|Low|0.07|16.91|6.25|460|Anne Armstrong|Regular Air|Home Office|Office Supplies|Storage & Organization|Small Box|Tenex Personal Self-Stacking Standard File Box, Black/Gray|0.58|United States|East|New Jersey|Millville|8332|2015-05-23|2015-05-30|7.900000000000006|31|492.9|86014
22754|Not Specified|0.08|297.64|14.7|466|Marc Nash|Delivery Truck|Small Business|Technology|Office Machines|Jumbo Drum|Panasonic KX-P3200 Dot Matrix Printer|0.57|United States|East|Massachusetts|Bellingham|2019|2015-01-11|2015-01-11|496.7968|5|1132.84|88060
22755|Not Specified|0.02|12.99|14.37|467|Maria Thomas|Regular Air|Small Business|Furniture|Office Furnishings|Large Box|"Tensor ""Hersey Kiss"" Styled Floor Lamp"|0.73|United States|East|Massachusetts|Beverly|1915|2015-01-11|2015-01-12|-556.8096|11|143.63|88060
22756|Not Specified|0.06|14.42|6.75|468|Craig Bennett|Regular Air|Small Business|Office Supplies|Appliances|Medium Box|Holmes Odor Grabber|0.52|United States|East|Massachusetts|Hanson|2341|2015-01-11|2015-01-12|-27.7388|5|73.04|88060
22757|Not Specified|0.05|4.14|6.6|469|Marion Bowling|Express Air|Small Business|Furniture|Office Furnishings|Small Box|Eldon Image Series Black Desk Accessories|0.49|United States|East|New Jersey|Hawthorne|7506|2015-01-11|2015-01-13|-128.6872|7|33.35|88060
22758|Not Specified|0.03|11.34|5.01|470|Tony Doyle|Regular Air|Small Business|Office Supplies|Paper|Small Box|Xerox 188|0.36|United States|East|New Jersey|Trenton|8601|2015-01-11|2015-01-11|23.2028|5|60.24|88060
18462|Not Specified|0.07|179.99|19.99|472|Donna Craven|Express Air|Consumer|Technology|Computer Peripherals|Small Box|Motorola SB4200 Cable Modem|0.48|United States|East|Maryland|Randallstown|21133|2015-02-08|2015-02-08|-427.47|1|179.51|88023
23394|Medium|0.1|3.36|6.27|487|Molly Vincent|Express Air|Corporate|Office Supplies|Binders and Binder Accessories|Small Box|Cardinal Poly Pocket Divider Pockets for Ring Binders|0.4|United States|East|Maine|Sanford|4073|2015-05-18|2015-05-19|-67.0565|5|20.87|91063
23395|Medium|0.07|12.28|4.86|488|Ronnie Creech|Regular Air|Corporate|Office Supplies|Paper|Small Box|Xerox 1933|0.38|United States|East|Maine|South Portland|4106|2015-05-18|2015-05-20|-7.94|2|25.7|91063
23393|Medium|0.09|20.99|0.99|489|Eileen Cheek|Regular Air|Corporate|Technology|Telephones and Communication|Wrap Bag|Accessory25|0.57|United States|East|Massachusetts|Norwood|2062|2015-05-18|2015-05-18|122.292|14|229.57|91063
1147|Medium|0.08|2.94|0.96|491|Toni Swanson|Regular Air|Consumer|Office Supplies|Pens & Art Supplies|Wrap Bag|Newell 343|0.58|United States|East|New York|New York City|10154|2015-05-15|2015-05-17|-2.12|23|66.7|8353
1450|Critical|0.01|4.98|6.07|491|Toni Swanson|Regular Air|Consumer|Office Supplies|Paper|Small Box|Xerox 1897|0.36|United States|East|New York|New York City|10154|2015-02-10|2015-02-11|-69.07|41|217.0|10464
914|Critical|0.02|1360.14|14.7|491|Toni Swanson|Delivery Truck|Consumer|Technology|Office Machines|Jumbo Drum|Okidata ML395C Color Dot Matrix Printer|0.59|United States|East|New York|New York City|10154|2015-06-20|2015-06-22|2028.12|22|31670.6|6562
6046|Not Specified|0.02|9.06|9.86|491|Toni Swanson|Regular Air|Consumer|Office Supplies|Paper|Small Box|Southworth 25% Cotton Linen-Finish Paper & Envelopes|0.4|United States|East|New York|New York City|10154|2015-06-20|2015-06-22|-63.51|24|239.82|42852
23401|Not Specified|0.03|13.73|6.85|547|Henry Ball|Express Air|Corporate|Furniture|Office Furnishings|Wrap Bag|DAX Wood Document Frame.|0.54|United States|East|West Virginia|Morgantown|26501|2015-06-14|2015-06-15|39.5853|4|57.37|86250
18664|Medium|0.03|162.93|19.99|578|Evan K Bullard|Regular Air|Corporate|Office Supplies|Envelopes|Small Box|Multimedia Mailers|0.39|United States|East|Connecticut|Naugatuck|6770|2015-05-13|2015-05-14|293.14|3|515.88|88644
18665|Medium|0.01|11.58|5.72|579|Marlene Abrams|Regular Air|Corporate|Office Supplies|Envelopes|Small Box|Peel & Seel® Recycled Catalog Envelopes, Brown|0.35|United States|East|Connecticut|Seymour|6478|2015-05-13|2015-05-15|-6.61|2|25.06|88644
18662|Medium|0.01|55.99|5.0|580|Kathryn Patrick|Regular Air|Corporate|Technology|Telephones and Communication|Small Pack|Accessory6|0.8|United States|East|Maine|Auburn|4210|2015-05-13|2015-05-14|-57.541|12|578.24|88644
24180|Not Specified|0.04|15.51|17.78|584|Timothy Currie|Regular Air|Corporate|Office Supplies|Storage & Organization|Small Box|Tenex File Box, Personal Filing Tote with Lid, Black|0.59|United States|East|Massachusetts|Woburn|1801|2015-01-21|2015-01-23|-266.22|7|116.93|88646
18663|Medium|0.06|13.9|7.59|585|William Larson|Regular Air|Corporate|Office Supplies|Scissors, Rulers and Trimmers|Small Pack|"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L"|0.56|United States|East|New Hampshire|Concord|3301|2015-05-13|2015-05-14|-67.59|12|170.45|88644
21274|Medium|0.06|6.48|7.37|600|Vickie Morse|Regular Air|Corporate|Office Supplies|Paper|Small Box|Xerox 210|0.37|United States|East|Maryland|Reisterstown|21136|2015-03-13|2015-03-14|-75.44|5|32.39|87579
22015|Critical|0.09|154.13|69.0|605|Alison Peters Wooten|Express Air|Corporate|Furniture|Tables|Large Box|Laminate Occasional Tables|0.68|United States|East|New York|West Islip|11795|2015-03-14|2015-03-15|-1763.7477|10|1494.63|91144
22248|Medium|0.1|6.88|2.0|621|Heather Stern|Regular Air|Home Office|Office Supplies|Paper|Wrap Bag|Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”|0.39|United States|East|Connecticut|Newington|6111|2015-02-26|2015-02-27|18.42|5|31.46|91432
22247|Medium|0.06|195.99|8.99|622|Hazel Khan|Regular Air|Home Office|Technology|Telephones and Communication|Small Box|T28 WORLD|0.6|United States|East|Maine|Auburn|4210|2015-02-26|2015-02-28|349.47|6|948.97|91432
24880|High|0.05|6.48|8.4|623|Jenny Petty|Regular Air|Home Office|Office Supplies|Paper|Small Box|Xerox 212|0.37|United States|East|New Hampshire|Manchester|3101|2015-04-01|2015-04-03|-226.3464|21|136.99|91433
24881|High|0.05|55.99|5.0|624|Terry Klein|Regular Air|Home Office|Technology|Telephones and Communication|Small Pack|Accessory6|0.8|United States|East|Vermont|Rutland|5701|2015-04-01|2015-04-01|-281.17584|2|99.36|91433
21718|Medium|0.02|419.19|19.99|627|Scott McKenna|Regular Air|Corporate|Office Supplies|Storage & Organization|Small Box|Smead Adjustable Mobile File Trolley with Lockable Top|0.58|United States|East|Ohio|Steubenville|43952|2015-04-21|2015-04-22|6610.2|22|9580.0|90469
20874|Critical|0.1|18.97|9.03|657|Derek McCormick|Regular Air|Consumer|Office Supplies|Paper|Small Box|Computer Printout Paper with Letter-Trim Perforations|0.37|United States|East|Massachusetts|Oxford|1540|2015-01-19|2015-01-21|-24.2048|1|19.73|91212
20875|Critical|0.0|119.99|56.14|659|Marjorie Arthur|Delivery Truck|Consumer|Technology|Office Machines|Jumbo Box|Hewlett-Packard 2600DN Business Color Inkjet Printer|0.39|United States|East|Vermont|South Burlington|5403|2015-01-19|2015-01-20|-126.05778|5|615.54|91212
23487|Critical|0.02|14.58|7.4|663|Hilda Bennett|Regular Air|Home Office|Furniture|Office Furnishings|Small Box|DAX Clear Channel Poster Frame|0.48|United States|East|Ohio|Steubenville|43952|2015-05-29|2015-06-01|10.802|17|261.34|90922
25734|Critical|0.07|2.84|0.93|711|Pam Anthony|Regular Air|Consumer|Office Supplies|Pens & Art Supplies|Wrap Bag|SANFORD Liquid Accent™ Tank-Style Highlighters|0.54|United States|East|Massachusetts|Winthrop|2152|2015-06-06|2015-06-08|3.852|15|40.37|87978
19601|Medium|0.09|125.99|8.99|724|Beverly Cooke Brooks|Regular Air|Consumer|Technology|Telephones and Communication|Small Box|SC7868i|0.55|United States|East|Connecticut|Stratford|6614|2015-03-15|2015-03-16|-605.374|1|100.38|90359
19600|Medium|0.1|17.98|4.0|727|Lindsay Link|Regular Air|Consumer|Technology|Computer Peripherals|Small Box|Belkin 107-key enhanced keyboard, USB/PS/2 interface|0.79|United States|East|Maine|Lewiston|4240|2015-03-15|2015-03-16|-99.55|4|66.32|90359
23436|High|0.09|101.41|35.0|731|June Herbert|Regular Air|Consumer|Office Supplies|Storage & Organization|Large Box|Tennsco Regal Shelving Units|0.82|United States|East|Massachusetts|Burlington|1803|2015-04-26|2015-04-27|-801.1547999999999|12|1178.32|90362
21950|Not Specified|0.06|350.98|30.0|736|Meredith Walters|Delivery Truck|Consumer|Furniture|Chairs & Chairmats|Jumbo Drum|Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat|0.61|United States|East|New Hampshire|Salem|3079|2015-06-15|2015-06-17|797.856|6|2016.32|90361
23613|Low|0.02|48.04|5.79|737|Danny Vaughn|Regular Air|Consumer|Office Supplies|Paper|Small Box|Xerox 1937|0.37|United States|East|New Jersey|Bloomfield|7003|2015-06-07|2015-06-14|422.4525|12|612.25|90360
21949|Not Specified|0.02|70.98|46.74|738|Peggy Rowe|Delivery Truck|Consumer|Furniture|Bookcases|Jumbo Box|Hon Metal Bookcases, Putty|0.56|United States|East|New Jersey|Cranford|7016|2015-06-15|2015-06-16|-178.216|4|313.63|90361
